page,page-href,title,review_text,stars
"88","https://www.trustpilot.com/review/www.rebtel.com?page=88","POOR SERVICES","Please I can not call effectively from my PC this makes you poor compared to skpe improve your system. when I call i hear the listener by he/she can,t hear me which is not the case with skype. In addition I also feel my minutes were not exhausted from the account history.
Thank you","star-rating count-3 size-medium clearfix"
"34","https://www.trustpilot.com/review/www.rebtel.com?page=34","About rebtel","Cause the minute is not value for money and there is no reward for loyalty am definitely considering to stop using this rubbish app don't even try trust me","star-rating count-1 size-medium clearfix"
"98","https://www.trustpilot.com/review/www.rebtel.com?page=98","service works for me","cheap, works every time and efficient","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=49","Awesome. I am very happy with your service and I already introduced some of my friends too.","Very good experience. I am using Rebtel for many years and I got incentives from you bcoz I spread the Rebtel to my family and friends. Still I am recommending my colleagues to use Rebtel for international calls.

Another interesting thing is that, I used my credit card for some of my friends because I want them to try Rebtel, then I am sure that they will continue using Rebtel services.

Thanks for the excellent service.","star-rating count-5 size-medium clearfix"
"82","https://www.trustpilot.com/review/www.rebtel.com?page=82","my opinion","good services but please 
make it easy for non account owners to be able to pay or buy their airtime with REBTEL
Also you can endeavor to make the rates a little cheaper because I have just discovered other cheaper providers.
If ti pleases you I will not hesitate to give the names of the other competitors who go abide cheaper than you.","star-rating count-4 size-medium clearfix"
"52","https://www.trustpilot.com/review/www.rebtel.com?page=52","Worst customer service of any company","I have been using Rebtel for a long time. Lately I have been having problems. I bought the Nigeria big saver plan. Even though I may have credit on the saver plan I cannot make calls.  When I try to make call, the message I get is that I have no more credit. The last time this happened I bought additional credit but Still, I could not make a call.  This is very frustrating. The customer service is horrible, the worst of any company I have ever dealt with.  First of all there is no customer service telephone number where you can speak to an actual person. The only option is to leave a message.  When you get a response, it is to tell you that they will respond within 48 hours.  I should therefore wait until 48 hours to make a telephone call that could very well be an emergency?. I WILL GIVE THEM ZERO STARS.  They do not even deserve one star. How can a telephone company not have a telephone number for their customers to call.  I will never recommend Rebtel to any one. I will never use their service again until there is a customer service that actually works like a good company's.  THIS IS CUSTOMER SERVICE AT ITS WORST.

Re: Response from Rebtel
I am not satisfied with your response. Why don't you have a customer service number that your customer can call for help?. A company that cares for its customer will be more sensitive to their concerns. You only confirmed what I said in my review that as a customer I cannot speak directly to a customer support staff who can help resolve a problem immediately. The only way to reach your customer support staff is through Email and the response can take up to 48 hours.  I still stand by my review.

Re: Rebtel Reply
What is your customer service telephone number.  Why didn't someone call me directly to discuss thiis.","star-rating count-1 size-medium clearfix"
"62","https://www.trustpilot.com/review/www.rebtel.com?page=62","expensive","I did not like Rebtel when it hiked the price of 1000 mins India call time to $14.99. I feel cheated by initially offering cheap price and then exponential increasing the cost","star-rating count-1 size-medium clearfix"
"96","https://www.trustpilot.com/review/www.rebtel.com?page=96","Unbelievable quality, price and efficiency","Truely, unbelievable quality, price and efficiency","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=47","Good telephone service to Nigeria!","I only have one complaint. It is about responding and acting on request for credit of minutes deducted from Customers account for calls that were not properly connected or were below 20seconds duration. I complained for calls less than 15 or 10 seconds, for reimbursement of my minutes but all requests fell on deaf ears.

I gave up asking and simply continue using the service because it is cheap and of good quality","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=87","High Quality connection!!! Pricey Service!!!","Very clear and fast connection to call Cuba but price is a little higher compared with other companies that cater telephony to Cuba","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=93","So far so good.","Your rebtel is very efficient and I do hope that it continues that way. But i think you got to improve the quality of the airtime and at times it charges with out being received the call. It is just a concern.

Thank you.","star-rating count-3 size-medium clearfix"
"102","https://www.trustpilot.com/review/www.rebtel.com?page=102","the best i love it","Mmmmmnhgfddxchjidasfbkigsxbkk","star-rating count-5 size-medium clearfix"
"48","https://www.trustpilot.com/review/www.rebtel.com?page=48","like it","I like this app very but many time i have conneting and listening problem. And i want to say also you give offers to new custermors and who shares also. Sir I use rebtel from long time i told many person without sharing.please give some offers me too.
Thanks","star-rating count-4 size-medium clearfix"
"22","https://www.trustpilot.com/review/www.rebtel.com?page=22","Very efficient ...","I am glad I have your services. I have never regretted using Rebtel. Never been disappointed in calling Nigeria or South Africa, or anywhere.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=69","Awsome voice quality","I have been using Rebtel for more than five years and never had any problem . Easy to recharge , fast connection and reasonable prices . Have recommended to many friends and all of them love their service. Thank you Rebtel .","star-rating count-5 size-medium clearfix"
"80","https://www.trustpilot.com/review/www.rebtel.com?page=80","My only concern about price, some company gave 2.5 us cents/minute to bangladesh, rebtel charge 5 u.s cents/minute, i think it will decrease rebtel customer.","Price is too much, its higher than any company.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=65","Good","Expensive pris.  But other things are cool.","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=13","Confidence call","I can't make conference call which I used to make it in keep calling","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=9","What a joke","What a joke! Despite calls to Cuba are rated at a 53p minute now at the beguinning of every call has been introduced an automated message that waste half a minute of each single call you one makes. Also the time is being deducted even while ringing.","star-rating count-2 size-medium clearfix"
"54","https://www.trustpilot.com/review/www.rebtel.com?page=54","Works 50/50","When it's good its good.  I often have to call numbers 4-5 times for it to go through and when it goes through I have to rush my conversations due to the high volume of dropped calls , and then I have to repeat the process of calling back 4-5 times(i call direct to make sure the call will be answered by the person I am calling and 100% of the time the person picks up) so it is the app that is 50/50. I have been a customer for 2yrs it is time to find something more reliable 
-Marcus","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=99","the lines are absolutly perfect","hey i bet you will like to try rebtel. i have been using it for a while and their lines are as clear as a land line. i bet you wont regret trying. plus their calling rates are really low","star-rating count-5 size-medium clearfix"
"50","https://www.trustpilot.com/review/www.rebtel.com?page=50","Excellent","I have used many VOIP apps and i find Rebtel very good. Voice quality is mostly excellent. There have been situations when the app is not able to connect but with the low price i am paying for the call it ok.","star-rating count-4 size-medium clearfix"
"5","https://www.trustpilot.com/review/www.rebtel.com?page=5","I must state that Rebtel offered some …","I must state that Rebtel offered some convenience of calling directly, but apart from that they have very poor customer service!!!
They have severally charged me for calls that were never picked up and now for 2 days after I had just recharged, I can't even make a call.
And nobody is responding to my inquiries, at least let me know what is going on!?!","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=51","Need more value for my credit","I need more value for the credit I purchase within a month. I use over 1000 minutes to call Nigeria every month on business and personal calls and there are other companies cheaper but I am comfortable using Rebtel which is why I have not change and use other companies.","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=79","Rip off","I have been using rebtel for 2 years, and they just increase the price by almost 10 cents with no warning. I am going to close that account and go to another company.","star-rating count-2 size-medium clearfix"
"80","https://www.trustpilot.com/review/www.rebtel.com?page=80","Service is OK","I wish if the calls don't keep dropping especially if i go from 3G to Wi-Fi or vise versa. Please a lot of calls to Egypt dropps for a few moments for no reason","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=75","Please reduce call rates","Good but it would be better if Rebtel cut 0.020$  per minute. As a student I will appreciate it. SMS rate should be low also.","star-rating count-3 size-medium clearfix"
"30","https://www.trustpilot.com/review/www.rebtel.com?page=30","The last Actualization was better.","The signal aren't good and now we can't send text message","star-rating count-2 size-medium clearfix"
"100","https://www.trustpilot.com/review/www.rebtel.com?page=100","keep breaking off during conversation and still keep ringing even the phone on the other end no longer in service.","Hope someday Rebtel is better services than Vonage and H2O","star-rating count-2 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=97","There is unquestionable clarity in international calls but the call rate is too high as compared to other providers.","There is no question about clarity in international calls but the call rate is high. You also get your own local number to call internationally from your phone which makes it easy to call abroad.","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=13","Stealing","After so many years and thousands of dollars spend in this company, I have come to realize they make themselves rich by stealing from customers. I notice yesterday when my 62 minutes were set to expire at 5pm but when I try to use them out before it expire at 11am the customer service had zero out my mind it's before it expire and when I complained about it they did nothing but tell me that my minutes were scheduled to  expire which I knew and that is the reason I wanted to use them. Anyone using rebtel be careful of this thieves. I can imagine how many times they have stolen from me without know or other customers. I have spend thousands of dollars in this company.                                                     Concern customer, MINNEAPOLIS","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=65","I LIKE REBTEL WHEN I CAN USE THE SENDLY MINUTES TO FRIENDS","WHAT I LIKE IS SHARING MINUTES WITH MY LOVED ONES AND FAMILY","star-rating count-5 size-medium clearfix"
"52","https://www.trustpilot.com/review/www.rebtel.com?page=52","If it works, good for you. If something goes wrong, you are in for a ride..","To start with I am with rebtel for a couple of months. Everything was hunky dory. They introduced ""Unlimited calling"" worth for 30 days to call India. It worked for a day. After that, I get a message ""Your account balance is too low. Please add more credit.""

day 1) Raised a support ticket
day 2) Support came back asking me to give an example.
day 3) I gave them all the details that rebtel wanted.
day 4) No response
day 5) Asked for a response again.
day 5) Rebtel support responded (within 48 hours). Created a local number for the example I mentioned an day 3. Wait a minute, I gave a example as support asked. Nothing is working. Not the example alone. Icing on the top was, the local number they gave, did not work again. Same message, credit more money. They also told me that as a policy they will respond within 48 hours.
on Day (5), I Responded to rebtel that their ""Local access number"" itself is not working. That is what I meant in day (1) report.
day 6 and 7) No response. Where is their 48 hours policy to respond to customers?
It has been well past 48 hours since i responded to rebtel support.

I think this company rolls out products without testing. If the stuff works for you, good. If it does not, your are by yourself and you are in for a wild ride. Their support is extremely unhelpful. They try to pass the ball without taking accountability. I have easily spent many hours worth of effort fighting with something that should just work. Their support is miserable. 

Please let me know if there are choices that I can do. (a) I could call credit card company to refund the payment. (b) I can create awareness of this company to my friends.

Note: I am ready corroborate the entire incident via email chain.

Update 1:
It has been two more days. No response to support email also.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=97","service ok but","sometimes have to call many times to connect","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=57","good quality","Rebtel allows to talk with a good quality and cheeper than other services. You can economy time and money using rebtel.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=47","just great","Difficulties contacting you.","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=23","They used to be good, but when they grew...","They are not anymore good - the credit drops even when the call doesn't get through, there are hidden fees, it is not working when you really need it and it will not accept payment if your card is expired, even when you add a new one.","star-rating count-1 size-medium clearfix"
"40","https://www.trustpilot.com/review/www.rebtel.com?page=40","Still the best when it comes to international calling deal.","Talking of the clarity and connectivity, Rebtel is the best.","star-rating count-5 size-medium clearfix"
"22","https://www.trustpilot.com/review/www.rebtel.com?page=22","Worst Service","Because of your service I paid extra 200$ to my network operator. Very worst service. I got cheated by Rebtel. I will never suggest this to my friends.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=83","THANK GOD FOR REBTEL","Since I started using rebtel, calling my family back in Nigeria and Ghana has been easy and so so convinient. My only worry is that the rates to Ghana is so high. Last year, rebtel gave us 17 cents a minute only to take it back to 23.9 cents. If something can be done about it, Ghanaians will be very very happy just as Nigerians are now","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=21","Poor calling connectivity and low voice clarity...","Most of the times i'm trying to connect to india numbers , it's saying we are unable to connect this number at this moment..
But i've also at same moment i tried to connect to same number with another server that can able to connect to that number...","star-rating count-1 size-medium clearfix"
"36","https://www.trustpilot.com/review/www.rebtel.com?page=36","Kenya Max saver deal disappeared without warning","I call Kenya very often with the Kenya max saver 7 day deal. Cost was $9.9 for 100 minutes. What happened to it?  The deal seems to have been removed with the new application release and no warning! This is unfair to your devoted customers. We need it back please.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=39","room for improvement","While your customer service and call quality are good, the rates and extra (hidden) fees are in desperate need of adjustment. There's room for improvement, just remember that the business and services you offer are to keep family and loved ones connected, hence promoting love/closeness (should not have to make one choose which meal to skip as to afford a phone call to hear that familiar voice of your mother or husband 90 miles away)","star-rating count-3 size-medium clearfix"
"16","https://www.trustpilot.com/review/www.rebtel.com?page=16","Very good","Good to use this application","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=67","Service is deteriorating","As a long time user, I saw Rebtel service is getting worse. Drop calls, being disconnected, multiple charges for one SMS, charging for free SMS between Rebtel users. Worst Customer service does not answer questions. Rep from support asks questions when I emailed them my problem and never come back with answer. It is unacceptable business practice.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=109","This is an economical and reliable service.","I like it and I don't have any problem calling my folks back home. The rates are cheaper than the phone service that we have right now. I will definitely continue using it..","star-rating count-5 size-medium clearfix"
"100","https://www.trustpilot.com/review/www.rebtel.com?page=100","i am very much satisfied","I am enjoyed everything about Rebtel","star-rating count-4 size-medium clearfix"
"102","https://www.trustpilot.com/review/www.rebtel.com?page=102","im loving life","i think this is bad rebetel  page","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=105","its easy to use but alot of times my calls get cut off and i lose money.","i like the easy way to dial.its so convienent not having to wait for pins to come in my email.rates are awesome.the only complaint i have is sometimes i get cut off during my conversation.","star-rating count-4 size-medium clearfix"
"4","https://www.trustpilot.com/review/www.rebtel.com?page=4","From Today morning my wife is not able …","From Today morning my wife is not able to make any calls using wifi. Even if we select wifi from the preferences it shows the error as Cellular Network not present to make voice calls. And add to it there is no customer care service available with rebtel.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=31","Very good service","Thanks for keeping me connected with my loved ones at a very good rate.","star-rating count-5 size-medium clearfix"
"44","https://www.trustpilot.com/review/www.rebtel.com?page=44","Unlimited calls","Hello Rebtel,

Can you re-introduce the $8 unlimited calls to Nigeria?","star-rating count-4 size-medium clearfix"
"34","https://www.trustpilot.com/review/www.rebtel.com?page=34","Excellent service","Better experiencie","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=69","Good Easy UI and calling experience","Please improve the calling quality on 3G network, rest all is fine","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=49","clear and honest","I have been enjoying the Rebtel clear service, the best minutes ever. No call drops, voice clarity and the best customer service.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=17","Echo conversation","There is a problem with the service. You hear the recording of your conversation while you talking.","star-rating count-2 size-medium clearfix"
"50","https://www.trustpilot.com/review/www.rebtel.com?page=50","Very nice app with awesome customer service,!","Hi ,,i m using this app from last 3 months.its a wonderfull experience of talking from abroad to our home,with such a cheap rate! ! i have only one issue ,,when the network is little slow or busy,,it doesn't work.for example,,we are only two people,,,using wi fi.if one of us wathing anything on you tube,,it won't connect! ! sometime if connected,,voice is cracking and so much of disturbance! ! otherwise its a good app.i am totally satisfied. Thank you.","star-rating count-4 size-medium clearfix"
"70","https://www.trustpilot.com/review/www.rebtel.com?page=70","It is the cheapest and best way to make long distance calls.","When my daughter moved to Australia from Canada I started to look into ways to make affordable international calls.  No apps seemed to work with our Blackberrys, I was using Skype on my laptop to call her but there were times that she wanted to call and she was paying close to $6 a minute, until I came upon Rebtel, it took me a while to figure out how it works, somehow it was not clear to me, but once I figured it out it was easy. Now we can make calls using our free local minutes. I'm very satisfied with Rebtel the quality of calls is very good and it is very easy to use.","star-rating count-5 size-medium clearfix"
"72","https://www.trustpilot.com/review/www.rebtel.com?page=72","its like talking to someone while wearing earplugs","I've been using rebtel to call my girlfriend in Cambodia for about 3 weeks now. Sure, rebtel rates are fairly cheap but is it really worth it when both of us cannot make out what the other person is saying? We're constantly asking each other to repeat themselves because it's so muffled. We usually end our conversations more frustrated than anything because it's extremely annoying to have to repeat yourself over and over again. Also, there's a feature on the mobile app for collect SMS. Meaning the other person can text you and it will charge you. At least the SMS go through well, right? Well.. yes and no. I was ecstatic to find out that I can pay for her SMS sent to me because being in the Peace Corps, she's limited financially. I turned on the feature and let her know that she can text me freely because she does not have to pay for it. But did it charge me? Nope. Did it charge her? Yes.

Rebtel has given me the worst emotional blue balls a phone service can possibly give to a person. Teasing me with the idea that I can talk to my significant other freely but turning around and slapping me in the face with horrible call quality and dysfunctional features.","star-rating count-1 size-medium clearfix"
"94","https://www.trustpilot.com/review/www.rebtel.com?page=94","very good app only problem is u need internet to cinnect even if you use local phone call option","very good app only problem is u need internet to cinnect even if you use local phone call option","star-rating count-5 size-medium clearfix"
"82","https://www.trustpilot.com/review/www.rebtel.com?page=82","Excellent company to deal with.","This phone service delivers exactly what it says, at a very reasonable price.","star-rating count-5 size-medium clearfix"
"110","https://www.trustpilot.com/review/www.rebtel.com?page=110","Not satisfied","This is the worst garbage i have ever used.  The boast cheap calling price, but when i got my phone plan back i was charged by my phone company for using REBTEL's ""loca"" numbers.  I ended paying rebtel and the phone company so it was more expensive.  Rebtel does not make it their point to make sure the customers have all the information before use.  After this happened i went back to the rebtel website and after almost an hour of looking on their website i found out that landlines also get charged by their local phone company.  This needs to be in bold and a lot more clear and visible.  i dont recommend this company.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=77","Great company","Good afternoon,
I hope you doing okay. So you star well for a company just coming and I would like  you give more service .","star-rating count-5 size-medium clearfix"
"58","https://www.trustpilot.com/review/www.rebtel.com?page=58","best phone quality ever","I'm a frequently user of Rebtel services,  their quality is exceptionally good. I have had some issues with promotions before, but they always get resolved no later than 24 hrs.","star-rating count-5 size-medium clearfix"
"70","https://www.trustpilot.com/review/www.rebtel.com?page=70","easy , clear and good deal","seem like we talk with someone from short distance. I enjoy it and love it","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=55","is working properly now.","I Wrote a review before about not been able to comunicate to Cuba...well ,is working now and quality of call is very good,no more complains and hope it stays this way all the time.is simple and quick.good job rebtel.","star-rating count-5 size-medium clearfix"
"110","https://www.trustpilot.com/review/www.rebtel.com?page=110","If it could get more improve with the function that will be better!","I would love to say I'm really glad that what I'm using now - Rebtel. It's really work out pretty good when I'm calling back home or even call to my overseas friends. Thumbs up!","star-rating count-4 size-medium clearfix"
"44","https://www.trustpilot.com/review/www.rebtel.com?page=44","Did not get pin or dialing number","I bought a five dollar card. You took my money from my account, but you did not give me a pin and dialing number. I emailed  you about this problem, but you did not reply. please reply to this comment and give me my pin or money  back.  I am sure you got my emial, I am still waiting for you to reply. I am able to see you guys respond to other people, why wouldn't you reply to my emial?","star-rating count-1 size-medium clearfix"
"78","https://www.trustpilot.com/review/www.rebtel.com?page=78","its life saving","I love using rebtel it saves me so much money","star-rating count-5 size-medium clearfix"
"38","https://www.trustpilot.com/review/www.rebtel.com?page=38","Sevice Quality Deteriorated  NO Customer Service","I had been using Rebtel for 5 years.  Their prices are ok, not the best.  For a period early on on calls to Ukraine from USA the call quality was poor and I was disconnected several times.  I emailed customer service and they switched satellites or something and the call quality got better.  Rebtel did NOT offer any credit or free call time as a concession for the poor service and disconnected calls.  Other international phone companies always did SOMETHING to make it up to me in the past.

Service was ok for about a year.  Still not the best prices.  Then,  calls would be disconnected in about 10 seconds when calling a land line in Ukraine.  Mobile phones were ok.  I tried contacting Rebtel...... their customer service link on their Website did not work.  I cancelled the Rebtel auto-refill immediately and found a better carrier.

I left the above review and Rebtel's reply was to answer on Facebook.  I don't use Facebook.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=85","I dont think the person anwerswering for me undertood my question.","I made it all by my self. I asked for my tax number bur couldnt find it where i was told is available. Maybe next time it will be beter.","star-rating count-2 size-medium clearfix"
"44","https://www.trustpilot.com/review/www.rebtel.com?page=44","Good product for international call","Fast reasonable price for international calling , simple to setup local numbers to call , very satisfied with this service.","star-rating count-5 size-medium clearfix"
"50","https://www.trustpilot.com/review/www.rebtel.com?page=50","Excellent","I have so far only made one call but it was from the UK to a cell phone in rural Kenya where reception is normally poor. The call was crystal clear.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=71","Price too high/minutes. Although convenient I still hav to depend on calling cards.","I will never recommend Rebtel to a friend because it is too expensive to call with although I like the convenience of having the minutes there to call in case of an emergency....definitely not intended for a long chat.","star-rating count-3 size-medium clearfix"
"58","https://www.trustpilot.com/review/www.rebtel.com?page=58","Satisfaction survey","As a regular user of Rebtel calling service,  I am very satisfied with the quality of calls I have made using Rebtel over the years. Especially of great satisfaction is the ease of using assigned local phone numbers to make phone calls thereby eliminating the hassle of having to having to dial long distance numbers.","star-rating count-5 size-medium clearfix"
"32","https://www.trustpilot.com/review/www.rebtel.com?page=32","Rebtel in the best for international  calling world wide.","Good in clarity,  very  cheap cost, works with WiFi and Cell data. I tried to many and still trying  to request my friends all over the wold where ever they are. Thank you REBTEL.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=71","I HATE REBTEL","costing ma alot of money !!!!.....i spending to much money calling to my country...i spent 100 dollars for load just only 5 days and every time i make a phone call to my country ... Eating Up Your minutes ......and the international rate is ridiculous!!!BEWARE THIS COMPANY ' don't waste your time to  get  this service!!.. i should believe and listen  to  my friend and other people ...said 'you'll regret ....' anyway, im done !!.....i will not  recommend this service to my friend relative or people!!!....i dont feel sorry.....","star-rating count-1 size-medium clearfix"
"70","https://www.trustpilot.com/review/www.rebtel.com?page=70","Long Distance Relationships Just Got Smaller!","Whilst trying to find a cheaper alternative to making international calls someone pointed out the Rebtel service to me, and once I found out about the bundles that you can add to your account its meant that I can call abroad for less than a Pint a month!

Only quibble is that the ""Collect Call"" feature doesn't quite seem to work on my account, but I can always just miss the call and call it back as either way the minutes come out of my account!

an excellent service so far and I don't know how I have never heard of it before!","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=27","Excellent service","I never dropped out while talking to someone. Really gud clarity in sound. Easy to use, like calling and paying.","star-rating count-5 size-medium clearfix"
"88","https://www.trustpilot.com/review/www.rebtel.com?page=88","perfect","the rates are going higher otherwise i would give a 5 star","star-rating count-4 size-medium clearfix"
"64","https://www.trustpilot.com/review/www.rebtel.com?page=64","Amenzing service","This services is one of the best things that has happened to me. I live in Canada and l can call directly from my cell phone. People do tell me you cant do that as you will be paying too much. I say nope l can cause l am using Rebtel haha.","star-rating count-5 size-medium clearfix"
"30","https://www.trustpilot.com/review/www.rebtel.com?page=30","You should give us more minutes to calling in India","It's good I like to using Rebtel app . U should give us more minutes to calling in India if u gives us more minutes then we r really happy and thankful to u 👍 Cheers 🍻","star-rating count-5 size-medium clearfix"
"76","https://www.trustpilot.com/review/www.rebtel.com?page=76","grate","I use it to call my family and friends in Iran. Its grate. Thank you","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=15","Good app but a couple disadvantages","Account gets restricted and no customer care phone number to call and have this fixed. Do not get quick responses to emails.","star-rating count-2 size-medium clearfix"
"84","https://www.trustpilot.com/review/www.rebtel.com?page=84","Generally, Rebtel offers excellent quality calls!","Rebtel provides what I call 'excellent quality calls and services'. Thus far I have not had as many troubles as I before had using other Voips. The recent promotion to call Cambodia is just great too.","star-rating count-5 size-medium clearfix"
"32","https://www.trustpilot.com/review/www.rebtel.com?page=32","very bad some time call quality and overall rebtel worst","We need more internet speed like 4g. Unable to use this apps in 3G. If internet speed going 1 mbps speed it is very difficult to use. For india unlimited calls i feel more i spending more money compare with other country. For india rebtel to rebtel free without internet facility service not available. Now 5$ 1000 mins plan not available. So regarding these reason i gave single star","star-rating count-1 size-medium clearfix"
"56","https://www.trustpilot.com/review/www.rebtel.com?page=56","Good service at affordable prices","I've been using Rebtel for a year. It offers good discounts and the phone calls have good voice quality.","star-rating count-4 size-medium clearfix"
"18","https://www.trustpilot.com/review/www.rebtel.com?page=18","I had a very Bad experience with Rebtel and Cheated me","They have given advertisement on the web to call india 10$ for One month and 7 days. Opened the account on 3rd July and fed my credit card details on my Rebtel account then they gave a link to download their APPS but the beauty is that Link did not work and tried for two weeks to download their apps meanwhile they have taken 10USD from my account even though you were not using their services and No customer service number also but when i chatting thru Customer support, did not get proper solution after downloaded their application in two weeks, just used their service only two days, On next day when i am calling to India, says no enough credit to call India, approached customer support  why i could not make call? do you know what they said
 
Cathy
Do you have a credit on  your local phone plan?

I have taken a look at your account and I see no apparent reason why you are unable to call.
The first thing we kindly ask you is to make sure that you have enough credit on your phone (not on the Rebtel account); Since you have to pay for the local call to our numbers with your local minutes while the international cost of the call is deducted from your prepaid Rebtel credit.

Why i should pay my local numbers, then i realised, i am completely cheated by them","star-rating count-1 size-medium clearfix"
"56","https://www.trustpilot.com/review/www.rebtel.com?page=56","very poor quality calls","The call rates are cheaper than the average which is brilliant but the quality of calls is very poor whether connecting via the Internet or  local access numbers.I could hardly hear the people I called abroad and in the long run it works out more expensive because the calls kept dropping after a few minutes and the credit would run out due to making multiple calls meaning I had to keep topping up.","star-rating count-2 size-medium clearfix"
"24","https://www.trustpilot.com/review/www.rebtel.com?page=24","Can't connect at all","I would not recommend Rebtel to anyone because I have bought $10 credit and everytime I tried to call they said they are sorry it was unable to connect. Waste of time and money!","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=65","Great quality!","I am pretty happy with the service. I use Rebtel to call my friends and family that have easy access to internet. Good ratio service/price.","star-rating count-5 size-medium clearfix"
"66","https://www.trustpilot.com/review/www.rebtel.com?page=66","My Rebtel.. My marriage keeper","I have been using rebtel for a while now. Recently rebtel had a very big impact in my life. I was in a hospital in Russia for over six months and calling back Nigeria from Beeline I had was very expensive.I needed to be very close to my fiancee and rebtel just did that to me. It brought us so close we weren't feeling the distance.  It was a very cool thing a had rebtel if not I would've been so lonly and same to my fiancee. But rebtel kept us together.","star-rating count-4 size-medium clearfix"
"102","https://www.trustpilot.com/review/www.rebtel.com?page=102","Super","Rebtel me permet de rester en contact avec am fille à San Francisco","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=65","Clear connection and easy to use. Rates are awesome. Love your service!","Rebtel is easy to use and delivers a clear connection. Would recommend Rebtel to everyone who calls internationally.","star-rating count-5 size-medium clearfix"
"54","https://www.trustpilot.com/review/www.rebtel.com?page=54","Call does not go through....","Before i could enter two numbers and call from which number i wanted but now it says that i have to download the app on the mobile to be able to call.

Secondly when i got a smart phone and installed rebtel and tried to call then the call didn't go through, I tried several times but it never got connected and then i tried to call directly from my phone just to check and it did get connected....","star-rating count-1 size-medium clearfix"
"48","https://www.trustpilot.com/review/www.rebtel.com?page=48","it's been the service I have experience making international calls.","Unlike the previous services I have used, I don't have to loose minutes or credit if I don't make a call in certain period. The calls are connected well ad calls abroad is as clear and making local calls with the United State. I hope this is kept up.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=45","Ups and downs of Rebtel","Lately I have been noticing some problems with rebtel services, I have been a rebtel customer for awhile now, but it's like am getting fed up with their service. They need to work more on their service. For instance, when you buy the $8 bonus cards, you still have enough minutes left, but the system will tell you, you have no more minutes, to me that's a rip off just to make you buy more.","star-rating count-4 size-medium clearfix"
